Student Name,Score
student9326,26
student9327,10
student9328,43
student9329,50
student9330,44
student9331,12
student9332,39
student9333,31
student9334,40
student9335,28
student9336,2
student9337,26
student9338,43
student9339,28
student9340,46
student9341,4
student9342,37
student9343,28
student9344,35
student9345,26
student9346,46
student9347,46
student9348,42
student9349,2
student9350,1
student9351,4
student9352,0
student9353,0
student9354,16
student9355,0
student9356,6
student9357,13
student9358,25
student9359,26
student9360,24
student9361,28
student9362,38
student9363,46
student9364,44
student9365,13
student9366,50
student9367,15
student9368,32
student9369,13
student9370,39
student9371,2
student9372,21
student9373,45
student9374,3
student9375,5
student9376,9
student9377,46
student9378,11
student9379,2
student9380,47
student9381,31
student9382,2
student9383,41
student9384,23
student9385,8
student9386,27
student9387,22
student9388,7
student9389,25
student9390,37
student9391,18
student9392,36
student9393,47
student9394,13
student9395,32
student9396,6
student9397,14
student9398,23
student9399,1
student9400,41
student9401,33
student9402,25
student9403,6
student9404,32
student9405,11
student9406,20
student9407,36
student9408,18
student9409,17
student9410,4
student9411,26
student9412,31
student9413,15
student9414,13
student9415,3
student9416,34
student9417,40
student9418,43
student9419,13
student9420,38
student9421,27
student9422,7
student9423,37
student9424,27
student9425,17
student9426,4
student9427,29
student9428,26
student9429,42
student9430,24
student9431,1
student9432,34
student9433,22
student9434,11
student9435,43
student9436,16
student9437,30
student9438,12
student9439,14
student9440,36
student9441,5
student9442,34
student9443,48
student9444,31
student9445,25
student9446,12
student9447,40
student9448,46
student9449,32
student9450,25
student9451,37
student9452,0
student9453,3
student9454,49
student9455,4
student9456,21
student9457,50
student9458,17
student9459,29
student9460,2
student9461,22
student9462,46
student9463,37
student9464,12
student9465,43
student9466,39
student9467,44
student9468,7
student9469,26
student9470,20
student9471,2
student9472,32
student9473,43
student9474,38
student9475,26
student9476,20
student9477,46
student9478,47
student9479,14
student9480,19
student9481,35
student9482,40
student9483,15
student9484,0
student9485,7
student9486,11
student9487,11
student9488,9
student9489,39
student9490,22
student9491,8
student9492,50
student9493,39
student9494,26
student9495,13
student9496,34
student9497,24
student9498,38
student9499,50
student9500,42
student9501,1
student9502,19
student9503,23
student9504,1
student9505,30
student9506,44
student9507,46
student9508,12
student9509,30
student9510,9
student9511,2
student9512,36
student9513,10
student9514,27
student9515,5
student9516,0
student9517,4
student9518,24
student9519,8
student9520,10
student9521,15
student9522,16
student9523,38
student9524,5
student9525,33
student9526,7
student9527,24
student9528,0
student9529,46
student9530,15
student9531,49
student9532,48
student9533,10
student9534,49
student9535,40
student9536,15
student9537,33
student9538,46
student9539,48
student9540,14
student9541,32
student9542,10
student9543,43
student9544,30
student9545,5
student9546,48
student9547,26
student9548,18
student9549,29
student9550,41
student9551,13
student9552,4
student9553,0
student9554,17
student9555,47
student9556,36
student9557,2
student9558,14
student9559,34
student9560,34
student9561,49
student9562,13
student9563,21
student9564,23
student9565,41
student9566,10
student9567,27
student9568,9
student9569,45
student9570,44
student9571,4
student9572,50
student9573,45
student9574,14
student9575,5
student9576,23
student9577,44
student9578,32
student9579,26
student9580,50
student9581,12
student9582,35
student9583,1
student9584,48
student9585,46
student9586,25
student9587,0
student9588,9
student9589,36
student9590,45
student9591,42
student9592,15
student9593,26
student9594,3
student9595,24
student9596,18
student9597,37
student9598,36
student9599,0
student9600,17
student9601,33
student9602,16
student9603,11
student9604,7
student9605,29
student9606,31
student9607,13
student9608,28
student9609,22
student9610,34
student9611,26
student9612,17
student9613,34
student9614,49
student9615,8
student9616,44
student9617,9
student9618,17
student9619,50
student9620,29
student9621,37
student9622,21
student9623,20
student9624,42
student9625,1
student9626,23
student9627,48
student9628,17
student9629,18
student9630,36
student9631,9
student9632,19
student9633,2
student9634,32
student9635,10
student9636,31
student9637,16
student9638,13
student9639,34
student9640,37
student9641,40
student9642,11
student9643,38
student9644,10
student9645,8
student9646,44
student9647,31
student9648,35
student9649,47
student9650,7
student9651,14
student9652,42
student9653,44
student9654,27
student9655,40
student9656,32
student9657,22
student9658,17
student9659,32
student9660,3
student9661,34
student9662,43
student9663,4
student9664,45
student9665,30
student9666,31
student9667,18
student9668,50
student9669,12
student9670,21
student9671,7
student9672,8
student9673,2
student9674,47
student9675,0
student9676,10
student9677,45
student9678,46
student9679,28
student9680,37
student9681,27
student9682,5
student9683,25
student9684,7
student9685,18
student9686,8
student9687,1
student9688,33
student9689,49
student9690,2
student9691,50
student9692,27
student9693,47
student9694,43
student9695,8
student9696,31
student9697,40
student9698,41
student9699,49
student9700,8
student9701,0
student9702,2
student9703,18
student9704,33
student9705,18
student9706,12
student9707,31
student9708,9
student9709,35
student9710,33
student9711,5
student9712,2
student9713,30
student9714,2
student9715,15
student9716,39
student9717,28
student9718,46
student9719,28
student9720,42
student9721,2
student9722,2
student9723,38
student9724,15
student9725,18
student9726,19
student9727,24
student9728,48
student9729,50
student9730,6
student9731,39
student9732,15
student9733,8
student9734,0
student9735,33
student9736,6
student9737,8
student9738,26
student9739,24
student9740,0
student9741,45
student9742,41
student9743,16
student9744,48
student9745,34
student9746,47
student9747,6
student9748,22
student9749,17
student9750,27
student9751,49
student9752,20
student9753,21
student9754,38
student9755,22
student9756,35
student9757,14
student9758,46
student9759,30
student9760,31
student9761,41
student9762,5
student9763,12
student9764,28
student9765,5
student9766,4
student9767,11
student9768,28
student9769,27
student9770,5
student9771,43
student9772,36
student9773,5
student9774,26
student9775,9
student9776,49
student9777,32
student9778,23
student9779,33
student9780,9
student9781,36
student9782,14
student9783,16
student9784,14
student9785,8
student9786,19
student9787,37
student9788,41
student9789,45
student9790,17
student9791,20
student9792,21
student9793,0
student9794,3
student9795,5
student9796,39
student9797,29
student9798,42
student9799,24
student9800,16
student9801,0
student9802,24
student9803,32
student9804,25
student9805,8
student9806,14
student9807,29
student9808,40
student9809,3
student9810,6
student9811,16
student9812,2
student9813,14
student9814,25
student9815,33
student9816,7
student9817,12
student9818,21
student9819,37
student9820,31
student9821,40
student9822,12
student9823,16
student9824,18
student9825,16
student9826,17
student9827,6
student9828,27
student9829,1
student9830,26
student9831,34
student9832,40
student9833,30
student9834,11
student9835,12
student9836,2
student9837,20
student9838,49
student9839,43
student9840,22
student9841,49
student9842,0
student9843,37
student9844,46
student9845,40
student9846,4
student9847,19
student9848,19
student9849,9
student9850,28
student9851,16
student9852,30
student9853,24
student9854,24
student9855,12
student9856,11
student9857,17
student9858,49
student9859,15
student9860,26
student9861,31
student9862,23
student9863,17
student9864,50
student9865,33
student9866,14
student9867,17
student9868,16
student9869,43
student9870,0
student9871,13
student9872,6
student9873,9
student9874,5
student9875,3
student9876,40
student9877,15
student9878,17
student9879,34
student9880,46
student9881,2
student9882,38
student9883,18
student9884,31
student9885,49
student9886,35
student9887,41
student9888,19
student9889,10
student9890,25
student9891,27
student9892,50
student9893,50
student9894,39
student9895,40
student9896,2
student9897,5
student9898,14
student9899,14
student9900,41
student9901,31
student9902,0
student9903,13
student9904,33
student9905,31
student9906,1
student9907,1
student9908,27
student9909,37
student9910,23
student9911,34
student9912,34
student9913,6
student9914,46
student9915,3
student9916,37
student9917,28
student9918,3
student9919,23
student9920,40
student9921,48
student9922,23
student9923,16
student9924,41
student9925,15
student9926,39
student9927,44
student9928,22
student9929,15
student9930,5
student9931,31
student9932,6
student9933,15
student9934,14
student9935,33
student9936,24
student9937,49
student9938,10
student9939,12
student9940,28
student9941,6
student9942,7
student9943,6
student9944,13
student9945,38
student9946,12
student9947,18
student9948,16
student9949,6
student9950,47
student9951,12
student9952,25
student9953,25
student9954,24
student9955,41
student9956,18
student9957,13
student9958,4
student9959,41
student9960,37
student9961,46
student9962,9
student9963,12
student9964,45
student9965,50
student9966,11
student9967,44
student9968,41
student9969,10
student9970,47
student9971,41
student9972,11
student9973,8
student9974,1
student9975,38
student9976,14
student9977,39
student9978,12
student9979,5
student9980,47
student9981,20
student9982,22
student9983,30
student9984,13
student9985,39
student9986,0
student9987,20
student9988,5
student9989,46
student9990,46
student9991,11
student9992,16
student9993,18
student9994,15
student9995,12
student9996,44
student9997,30
student9998,19
student9999,3
student10000,36
student10001,24
student10002,20
student10003,2
student10004,25
student10005,3
student10006,8
student10007,22
student10008,29
student10009,3
student10010,16
student10011,39
student10012,22
student10013,30
student10014,10
student10015,25
student10016,38
student10017,3
student10018,20
student10019,43
student10020,47
student10021,17
student10022,3
student10023,43
student10024,32
student10025,6
student10026,6
student10027,13
student10028,24
student10029,17
student10030,0
student10031,31
student10032,6
student10033,47
student10034,44
student10035,43
student10036,46
student10037,25
student10038,48
student10039,39
student10040,41
student10041,17
student10042,6
student10043,39
student10044,6
student10045,2
student10046,11
student10047,19
student10048,12
student10049,48
student10050,22
student10051,14
student10052,11
student10053,38
student10054,40
student10055,12
student10056,40
student10057,49
student10058,30
student10059,18
student10060,48
student10061,13
student10062,23
student10063,35
student10064,19
student10065,43
student10066,24
student10067,19
student10068,28
student10069,4
student10070,35
student10071,44
student10072,44
student10073,33
student10074,7
student10075,2
student10076,10
student10077,45
student10078,28
student10079,32
student10080,50
student10081,12
student10082,12
student10083,21
student10084,45
student10085,8
student10086,43
student10087,49
student10088,27
student10089,23
student10090,31
student10091,48
student10092,41
student10093,16
student10094,32
student10095,38
student10096,49
student10097,41
student10098,47
student10099,38
student10100,22
student10101,23
student10102,34
student10103,24
student10104,32
student10105,14
student10106,1
student10107,23
student10108,50
student10109,46
student10110,13
student10111,37
student10112,46
student10113,18
student10114,32
student10115,2
student10116,3
student10117,44
student10118,9
student10119,25
student10120,13
student10121,0
student10122,45
student10123,49
student10124,21
student10125,1
student10126,44
student10127,45
student10128,24
student10129,26
student10130,14
student10131,3
student10132,48
student10133,44
student10134,25
student10135,43
student10136,33
student10137,35
student10138,8
student10139,46
student10140,10
student10141,46
student10142,34
student10143,7
student10144,8
student10145,20
student10146,7
student10147,2
student10148,46
student10149,6
student10150,1
student10151,29
student10152,4
student10153,44
student10154,44
student10155,20
student10156,32
student10157,50
student10158,41
student10159,13
student10160,45
student10161,12
student10162,3
student10163,12
student10164,45
student10165,45
student10166,35
student10167,14
student10168,39
student10169,46
student10170,10
student10171,21
student10172,36
student10173,3
student10174,7
student10175,48
student10176,24
student10177,42
student10178,11
student10179,9
student10180,48
student10181,29
student10182,31
student10183,23
student10184,6
student10185,0
student10186,42
student10187,13
student10188,22
student10189,6
student10190,10
student10191,47
student10192,5
student10193,48
student10194,47
student10195,14
student10196,16
student10197,38
student10198,37
student10199,17
student10200,50
student10201,12
student10202,18
student10203,15
student10204,45
student10205,12
student10206,47
student10207,45
student10208,5
student10209,36
student10210,38
student10211,43
student10212,6
student10213,20
student10214,43
student10215,35
student10216,11
student10217,39
student10218,11
student10219,9
student10220,28
student10221,20
student10222,8
student10223,24
student10224,24
student10225,24
student10226,40
student10227,32
student10228,48
student10229,13
student10230,49
student10231,8
student10232,41
student10233,47
student10234,44
student10235,30
student10236,0
student10237,14
student10238,43
student10239,33
student10240,10
student10241,21
student10242,31
student10243,0
student10244,47
student10245,41
student10246,23
student10247,31
student10248,37
student10249,33
student10250,12
student10251,28
student10252,38
student10253,44
student10254,46
student10255,45
student10256,18
student10257,10
student10258,28
student10259,27
student10260,18
student10261,37
student10262,38
student10263,14
student10264,47
student10265,12
student10266,37
student10267,21
student10268,15
student10269,23
student10270,31
student10271,3
student10272,27
student10273,18
student10274,0
student10275,29
student10276,4
student10277,38
student10278,49
student10279,13
student10280,45
student10281,15
student10282,5
student10283,23
student10284,29
student10285,47
student10286,14
student10287,30
student10288,4
student10289,47
student10290,31
student10291,36
student10292,17
student10293,20
student10294,48
student10295,1
student10296,45
student10297,39
student10298,28
student10299,18
student10300,49
student10301,29
student10302,6
student10303,13
student10304,2
student10305,20
student10306,36
student10307,49
student10308,0
student10309,10
student10310,4
student10311,3
student10312,2
student10313,11
student10314,8
student10315,2
student10316,40
student10317,12
student10318,37
student10319,1
student10320,23
student10321,23
student10322,45
student10323,24
student10324,43
student10325,50
student10326,12
student10327,26
student10328,19
student10329,50
student10330,18
student10331,20
student10332,31
student10333,46
student10334,40
student10335,26
student10336,45
student10337,24
student10338,13
student10339,46
student10340,13
student10341,29
student10342,0
student10343,43
student10344,26
student10345,5
student10346,37
student10347,4
student10348,4
student10349,45
student10350,5
student10351,50
student10352,18
student10353,6
student10354,45
student10355,11
student10356,28
student10357,18
student10358,47
student10359,45
student10360,11
student10361,10
student10362,11
student10363,40
student10364,18
student10365,41
student10366,29
student10367,6
student10368,38
student10369,3
student10370,9
student10371,36
student10372,6
student10373,11
student10374,16
student10375,46
student10376,20
student10377,25
student10378,12
student10379,3
student10380,8
student10381,27
student10382,1
student10383,10
student10384,21
student10385,46
student10386,41
student10387,14
student10388,37
student10389,3
student10390,16
student10391,38
student10392,18
student10393,28
student10394,10
student10395,15
student10396,34
student10397,8
student10398,1
student10399,33
student10400,46
student10401,0
student10402,25
student10403,4
student10404,35
student10405,5
student10406,47
student10407,10
student10408,38
student10409,17
student10410,43
student10411,48
student10412,24
student10413,7
student10414,37
student10415,33
student10416,32
student10417,5
student10418,9
student10419,20
student10420,34
student10421,35
student10422,3
student10423,38
student10424,50
student10425,25
student10426,6
student10427,16
student10428,7
student10429,39
student10430,41
student10431,24
student10432,28
student10433,44
student10434,36
student10435,39
student10436,40
student10437,28
student10438,17
student10439,25
student10440,41
student10441,47
student10442,17
student10443,31
student10444,36
student10445,35
student10446,5
student10447,44
student10448,19
student10449,4
student10450,39
student10451,36
student10452,40
student10453,3
student10454,15
student10455,24
student10456,39
student10457,45
student10458,34
student10459,35
student10460,17
student10461,33
student10462,20
student10463,39
student10464,22
student10465,22
student10466,40
student10467,21
student10468,40
student10469,35
student10470,42
student10471,27
student10472,6
student10473,19
student10474,47
student10475,25
student10476,16
student10477,46
student10478,50
student10479,46
student10480,30
student10481,15
student10482,33
student10483,13
student10484,8
student10485,10
student10486,46
student10487,37
student10488,30
student10489,5
student10490,4
student10491,19
student10492,35
student10493,7
student10494,45
student10495,32
student10496,22
student10497,23
student10498,15
student10499,43
student10500,36
student10501,43
student10502,39
student10503,47
student10504,6
student10505,0
student10506,31
student10507,20
student10508,46
student10509,3
student10510,18
student10511,40
student10512,13
student10513,49
student10514,7
student10515,26
student10516,17
student10517,24
student10518,43
student10519,12
student10520,4
student10521,25
student10522,12
student10523,6
student10524,11
student10525,8
student10526,35
student10527,50
student10528,1
student10529,41
student10530,17
student10531,38
student10532,13
student10533,47
student10534,44
student10535,20
student10536,20
student10537,45
student10538,0
student10539,4
student10540,46
student10541,47
student10542,44
student10543,34
student10544,39
student10545,47
student10546,42
student10547,1
student10548,21
student10549,9
student10550,42
student10551,2
student10552,9
student10553,19
student10554,43
student10555,10
student10556,40
student10557,35
student10558,41
student10559,45
student10560,2
student10561,12
student10562,17
student10563,45
student10564,44
student10565,4
student10566,31
student10567,22
student10568,23
student10569,20
student10570,10
student10571,26
student10572,44
student10573,19
student10574,45
student10575,17
student10576,16
student10577,28
student10578,10
student10579,37
student10580,10
student10581,32
student10582,48
student10583,21
student10584,30
student10585,20
student10586,11
student10587,4
student10588,0
student10589,43
student10590,1
student10591,36
student10592,18
student10593,35
student10594,24
student10595,19
student10596,19
student10597,33
student10598,34
student10599,0
student10600,3
student10601,1
student10602,47
student10603,28
student10604,35
student10605,22
student10606,10
student10607,41
student10608,26
student10609,26
student10610,26
student10611,39
student10612,35
student10613,34
student10614,36
student10615,20
student10616,42
student10617,14
student10618,29
student10619,20
student10620,26
student10621,14
student10622,7
student10623,25
student10624,27
student10625,16
student10626,37
student10627,20
student10628,32
student10629,39
student10630,0
student10631,40
student10632,23
student10633,40
student10634,21
student10635,41
student10636,22
student10637,40
student10638,19
student10639,32
student10640,42
student10641,29
student10642,39
student10643,0
student10644,12
student10645,39
student10646,27
student10647,49
student10648,20
student10649,0
student10650,32
student10651,37
student10652,28
student10653,14
student10654,3
student10655,46
student10656,7
student10657,18
student10658,4
student10659,28
student10660,37
student10661,42
student10662,28
student10663,13
student10664,20
student10665,30
student10666,37
student10667,34
student10668,15
student10669,43
student10670,31
student10671,34
student10672,27
student10673,3
student10674,29
student10675,25
student10676,8
student10677,18
student10678,1
student10679,36
student10680,9
student10681,28
student10682,4
student10683,17
student10684,47
student10685,45
student10686,29
student10687,14
student10688,27
student10689,17
student10690,5
student10691,13
student10692,23
student10693,13
student10694,43
student10695,19
student10696,38
student10697,18
student10698,31
student10699,25
student10700,23
student10701,11
student10702,14
student10703,20
student10704,12
student10705,2
student10706,39
student10707,18
student10708,42
student10709,46
student10710,13
student10711,6
student10712,20
student10713,36
student10714,47
student10715,35
student10716,43
student10717,39
student10718,18
student10719,47
student10720,11
student10721,1
student10722,30
student10723,48
student10724,5
student10725,35
student10726,3
student10727,12
student10728,16
student10729,23
student10730,7
student10731,40
student10732,41
student10733,17
student10734,1
student10735,17
student10736,14
student10737,46
student10738,28
student10739,37
student10740,46
student10741,13
student10742,14
student10743,45
student10744,9
student10745,14
student10746,44
student10747,8
student10748,33
student10749,16
student10750,43
student10751,32
student10752,36
student10753,28
student10754,12
student10755,15
student10756,46
student10757,27
student10758,34
student10759,41
student10760,47
student10761,25
student10762,22
student10763,41
student10764,33
student10765,33
student10766,20
student10767,36
student10768,26
student10769,11
student10770,25
student10771,17
student10772,6
student10773,23
student10774,22
student10775,49
student10776,43
student10777,50
student10778,42
student10779,38
student10780,9
student10781,42
student10782,44
student10783,27
student10784,41
student10785,23
student10786,29
student10787,35
student10788,36
student10789,50
student10790,8
student10791,6
student10792,10
student10793,33
student10794,48
student10795,12
student10796,27
student10797,20
student10798,37
student10799,35
student10800,26
student10801,31
student10802,26
student10803,25
student10804,13
student10805,27
student10806,50
student10807,10
student10808,10
student10809,29
student10810,37
student10811,12
student10812,43
student10813,3
student10814,36
student10815,50
student10816,19
student10817,31
student10818,34
student10819,19
student10820,44
student10821,50
student10822,0
student10823,50
student10824,11
student10825,20
student10826,42
student10827,15
student10828,37
student10829,27
student10830,14
student10831,21
student10832,23
student10833,8
student10834,34
student10835,42
student10836,10
student10837,0
student10838,36
student10839,7
student10840,13
student10841,44
student10842,4
student10843,49
student10844,47
student10845,26
student10846,35
student10847,7
student10848,18
student10849,38
student10850,30
student10851,7
student10852,48
student10853,34
student10854,1
student10855,33
student10856,8
student10857,2
student10858,36
student10859,27
student10860,36
student10861,43
student10862,32
student10863,18
student10864,20
student10865,46
student10866,25
student10867,11
student10868,1
student10869,1
student10870,9
student10871,6
student10872,47
student10873,44
student10874,33
student10875,44
student10876,30
student10877,46
student10878,26
student10879,47
student10880,31
student10881,18
student10882,9
student10883,35
student10884,12
student10885,11
student10886,33
student10887,21
student10888,42
student10889,20
student10890,24
student10891,48
student10892,0
student10893,5
student10894,18
student10895,33
student10896,25
student10897,25
student10898,30
student10899,25
student10900,43
student10901,32
student10902,18
student10903,18
student10904,8
student10905,25
student10906,17
student10907,31
student10908,11
student10909,1
student10910,46
student10911,24
student10912,44
student10913,25
student10914,27
student10915,23
student10916,39
student10917,6
student10918,46
student10919,17
student10920,44
student10921,15
student10922,40
student10923,43
student10924,2
student10925,30
student10926,39
student10927,15
student10928,9
student10929,8
student10930,20
student10931,25
student10932,20
student10933,37
student10934,24
student10935,20
student10936,44
student10937,46
student10938,35
student10939,44
student10940,43
student10941,22
student10942,1
student10943,36
student10944,29
student10945,18
student10946,50
student10947,19
student10948,33
student10949,11
student10950,37
student10951,16
student10952,19
student10953,9
student10954,20
student10955,13
student10956,5
student10957,10
student10958,30
student10959,20
student10960,32
student10961,6
student10962,25
student10963,12
student10964,22
student10965,10
student10966,10
student10967,42
student10968,28
student10969,35
student10970,2
student10971,35
student10972,31
student10973,8
student10974,8
student10975,11
student10976,33
student10977,44
student10978,30
student10979,3
student10980,7
student10981,15
student10982,50
student10983,3
student10984,47
student10985,6
student10986,16
student10987,30
student10988,3
student10989,34
student10990,25
student10991,30
student10992,21
student10993,29
student10994,1
student10995,11
student10996,35
student10997,34
student10998,41
student10999,46
student11000,50
student11001,39
student11002,25
student11003,13
student11004,49
student11005,4
student11006,26
student11007,4
student11008,39
student11009,45
student11010,30
student11011,15
student11012,50
student11013,37
student11014,28
student11015,31
student11016,43
student11017,3
student11018,26
student11019,28
student11020,26
student11021,10
student11022,37
student11023,31
student11024,37
student11025,14
student11026,35
student11027,22
student11028,15
student11029,24
student11030,20
student11031,9
student11032,14
student11033,34
student11034,31
student11035,36
student11036,40
student11037,49
student11038,12
student11039,43
student11040,44
student11041,29
student11042,44
student11043,34
student11044,11
student11045,8
student11046,24
student11047,28
student11048,41
student11049,5
student11050,4
student11051,14
student11052,35
student11053,15
student11054,32
student11055,0
student11056,8
student11057,41
student11058,12
student11059,31
student11060,9
student11061,28
student11062,32
student11063,18
student11064,2
student11065,50
student11066,21
student11067,28
student11068,49
student11069,23
student11070,30
student11071,47
student11072,7
student11073,44
student11074,23
student11075,50
student11076,46
student11077,25
student11078,39
student11079,44
student11080,13
student11081,34
student11082,26
student11083,50
student11084,0
student11085,6
student11086,25
student11087,13
student11088,31
student11089,28
student11090,2
student11091,1
student11092,49
student11093,46
student11094,16
student11095,16
student11096,20
student11097,42
student11098,9
student11099,46
student11100,14
student11101,26
student11102,16
student11103,16
student11104,24
student11105,4
student11106,37
student11107,32
student11108,49
student11109,36
student11110,48
student11111,4
student11112,45
student11113,10
student11114,46
student11115,32
student11116,17
student11117,39
student11118,41
student11119,39
student11120,5
student11121,20
student11122,38
student11123,0
student11124,27
student11125,6
student11126,10
student11127,44
student11128,46
student11129,5
student11130,49
student11131,50
student11132,25
student11133,50
student11134,1
student11135,7
student11136,6
student11137,31
student11138,50
student11139,26
student11140,43
student11141,29
student11142,27
student11143,24
student11144,6
student11145,44
student11146,33
student11147,38
student11148,37
student11149,2
student11150,2
student11151,13
student11152,1
student11153,31
student11154,38
student11155,30
student11156,48
student11157,47
student11158,35
student11159,28
student11160,32
student11161,26
student11162,14
student11163,26
student11164,24
student11165,7
student11166,7
student11167,49
student11168,12
student11169,17
student11170,28
student11171,10
student11172,30
student11173,3
student11174,39
student11175,5
student11176,46
student11177,6
student11178,39
student11179,24
student11180,28
student11181,6
student11182,33
student11183,48
student11184,40
student11185,20
student11186,0
student11187,26
student11188,49
student11189,32
student11190,7
student11191,22
student11192,42
student11193,20
student11194,32
student11195,38
student11196,30
student11197,40
student11198,0
student11199,5
student11200,15
student11201,43
student11202,31
student11203,3
student11204,13
student11205,1
student11206,26
student11207,4
student11208,42
student11209,36
student11210,0
student11211,39
student11212,41
student11213,7
student11214,20
student11215,25
student11216,19
student11217,36
student11218,39
student11219,47
student11220,30
student11221,42
student11222,28
student11223,30
student11224,29
student11225,10
student11226,40
student11227,7
student11228,30
student11229,45
student11230,7
student11231,28
student11232,44
student11233,20
student11234,34
student11235,6
student11236,0
student11237,17
student11238,16
student11239,17
student11240,45
student11241,29
student11242,0
student11243,40
student11244,7
student11245,19
student11246,15
student11247,19
student11248,8
student11249,0
student11250,35
student11251,4
student11252,9
student11253,20
student11254,49
student11255,34
student11256,6
student11257,46
student11258,45
student11259,33
student11260,42
student11261,19
student11262,43
student11263,41
student11264,17
student11265,31
student11266,43
student11267,47
student11268,6
student11269,8
student11270,21
student11271,33
student11272,8
student11273,48
student11274,17
student11275,17
student11276,45
student11277,4
student11278,23
student11279,37
student11280,9
student11281,24
student11282,0
student11283,20
student11284,31
student11285,1
student11286,35
student11287,22
student11288,34
student11289,3
student11290,39
student11291,48
student11292,44
student11293,43
student11294,6
student11295,47
student11296,38
student11297,29
student11298,13
student11299,12
student11300,16
student11301,3
student11302,6
student11303,30
student11304,22
student11305,33
student11306,47
student11307,20
student11308,26
student11309,29
student11310,36
student11311,1
student11312,50
student11313,40
student11314,13
student11315,16
student11316,47
student11317,34
student11318,28
student11319,25
student11320,10
student11321,15
student11322,11
student11323,31
student11324,11
student11325,9
student11326,19
student11327,15
student11328,27
student11329,43
student11330,31
student11331,23
student11332,38
student11333,1
student11334,12
student11335,46
student11336,23
student11337,30
student11338,42
student11339,26
student11340,0
student11341,9
student11342,36
student11343,50
student11344,2
student11345,37
student11346,5
student11347,38
student11348,35
student11349,21
student11350,40
student11351,19
student11352,4
student11353,5
student11354,1
student11355,21
student11356,30
student11357,30
student11358,28
student11359,7
student11360,40
student11361,16
student11362,7
student11363,35
student11364,42
student11365,35
student11366,42
student11367,45
student11368,17
student11369,32
student11370,29
student11371,8
student11372,21
student11373,6
student11374,14
student11375,28
student11376,32
student11377,6
student11378,27
student11379,48
student11380,5
student11381,50
student11382,23
student11383,26
student11384,49
student11385,35
student11386,47
student11387,8
student11388,8
student11389,16
student11390,19
student11391,13
student11392,23
student11393,44
student11394,38
student11395,39
student11396,7
student11397,6
student11398,2
student11399,24
student11400,29
student11401,34
student11402,4
student11403,27
student11404,35
student11405,46
student11406,50
student11407,39
student11408,18
student11409,18
student11410,36
student11411,19
student11412,21
student11413,3
student11414,32
student11415,41
student11416,4
student11417,29
student11418,16
student11419,7
student11420,45
student11421,25
student11422,14
student11423,50
student11424,38
student11425,32
student11426,20
student11427,21
student11428,17
student11429,7
student11430,42
student11431,50
student11432,43
student11433,20
student11434,47
student11435,22
student11436,7
student11437,44
student11438,29
student11439,49
student11440,13
student11441,12
student11442,45
student11443,6
student11444,23
student11445,19
student11446,48
student11447,50
student11448,23
student11449,34
student11450,17
student11451,9
student11452,50
student11453,38
student11454,48
student11455,18
student11456,11
student11457,42
student11458,49
student11459,30
student11460,13
student11461,9
student11462,1
student11463,40
student11464,18
student11465,31
student11466,21
student11467,31
student11468,25
student11469,29
student11470,18
student11471,3
student11472,0
student11473,34
student11474,4
student11475,39
student11476,34
student11477,42
student11478,12
student11479,39
student11480,15
student11481,12
student11482,19
student11483,38
student11484,19
student11485,48
student11486,36
student11487,8
student11488,10
student11489,29
student11490,40
student11491,50
student11492,50
student11493,2
student11494,16
student11495,33
student11496,16
student11497,6
student11498,13
student11499,15
student11500,46
student11501,32
student11502,21
student11503,8
student11504,27
student11505,31
student11506,0
student11507,16
student11508,30
student11509,19
student11510,48
student11511,37
student11512,42
student11513,8
student11514,46
student11515,22
student11516,34
student11517,45
student11518,35
student11519,33
student11520,30
student11521,11
student11522,33
student11523,38
student11524,46
student11525,1
student11526,47
student11527,26
student11528,12
student11529,0
student11530,45
student11531,37
student11532,9
student11533,6
student11534,32
student11535,19
student11536,32
student11537,50
student11538,8
student11539,29
student11540,44
student11541,1
student11542,19
student11543,33
student11544,43
student11545,25
student11546,31
student11547,26
student11548,22
student11549,10
student11550,32
student11551,11
student11552,8
student11553,48
student11554,9
student11555,15
student11556,8
student11557,22
student11558,12
student11559,34
student11560,5
student11561,36
student11562,31
student11563,11
student11564,28
student11565,21
student11566,1
student11567,47
student11568,7
student11569,27
student11570,18
student11571,3
student11572,28
student11573,3
student11574,27
student11575,32
student11576,40
student11577,26
student11578,4
student11579,21
student11580,14
student11581,4
student11582,18
student11583,36
student11584,4
student11585,16
student11586,50
student11587,37
student11588,9
student11589,12
student11590,29
student11591,15
student11592,23
student11593,8
student11594,40
student11595,23
student11596,11
student11597,35
student11598,9
student11599,39
student11600,46
student11601,43
student11602,33
student11603,44
student11604,31
student11605,10
student11606,5
student11607,0
student11608,4
student11609,49
student11610,20
student11611,45
student11612,45
student11613,49
student11614,47
student11615,41
student11616,6
student11617,1
student11618,47
student11619,44
student11620,40
student11621,16
student11622,2
student11623,28
student11624,34
student11625,42
student11626,2
student11627,43
student11628,16
student11629,29
student11630,40
student11631,37
student11632,25
student11633,36
student11634,3
student11635,29
student11636,22
student11637,22
student11638,26
student11639,49
student11640,29
student11641,5
student11642,23
student11643,1
student11644,31
student11645,35
student11646,19
student11647,16
student11648,19
student11649,15
student11650,6
student11651,0
student11652,37
student11653,33
student11654,6
student11655,1
student11656,16
student11657,0
